t[sec];q1[m3/h];h1[m];h2[m];q2_measurement[m3/h]
570;0,02;0,220488371;0,154782129;0,020948251
570,5;0,02;0,220632435;0,15490363;0,02131623
571;0,02;0,220773114;0,155022284;0,01754963
571,5;0,02;0,22091049;0,155138159;0,018986733
572;0,02;0,22104464;0,15525132;0,020754704
572,5;0,02;0,221175642;0,155361833;0,019839994
573;0,02;0,221303571;0,15546976;0,020837633
573,5;0,02;0,221428499;0,155575161;0,019324206
574;0,02;0,221550498;0,155678097;0,019896104
574,5;0,02;0,221669638;0,155778627;0,020278689
575;0,02;0,221785987;0,155876806;0,0201975
575,5;0,02;0,221899609;0,15597269;0,021265425
576;0,02;0,222010571;0,156066334;0,020921236
576,5;0,02;0,222118936;0,15615779;0,021124733
577;0,02;0,222224764;0,15624711;0,017579031
577,5;0,02;0,222328116;0,156334344;0,021032049
578;0,02;0,22242905;0,156419541;0,01921969
578,5;0,02;0,222527624;0,15650275;0,020027713
579;0,02;0,222623893;0,156584017;0,019272174
579,5;0,02;0,222717911;0,156663388;0,018683764
580;0,02;0,222809733;0,156740908;0,017952712
580,5;0,02;0,222899409;0,156816619;0,019253398
581;0,02;0,22298699;0,156890565;0,021613269
581,5;0,02;0,223072527;0,156962786;0,018839695
582;0,02;0,223156066;0,157033325;0,020831983
582,5;0,02;0,223237654;0,157102219;0,018842501
583;0,02;0,223317339;0,157169507;0,019160925
583,5;0,02;0,223395164;0,157235228;0,020754818
584;0,02;0,223471174;0,157299418;0,018962663
584,5;0,02;0,223545411;0,157362113;0,020024707
585;0,02;0,223617916;0,157423348;0,020356878
585,5;0,02;0,223688731;0,157483157;0,02070459
586;0,02;0,223757895;0,157541573;0,021569681
586,5;0,02;0,223825446;0,15759863;0,01955018
587;0,02;0,223891424;0,157654358;0,020678298
587,5;0,02;0,223955864;0,15770879;0,020976231
588;0,02;0,224018803;0,157761955;0,017018466
588,5;0,02;0,224080276;0,157813884;0,019473465
589;0,02;0,224140317;0,157864604;0,019590391
589,5;0,02;0,22419896;0,157914144;0,020528657
590;0,02;0,224256238;0,157962532;0,019730159
590,5;0,02;0,224312182;0,158009796;0,020200545
591;0,02;0,224366824;0,15805596;0,02103816
591,5;0,02;0,224420194;0,15810105;0,020183284
592;0,02;0,224472323;0,158145093;0,021174007
592,5;0,02;0,224523238;0,158188112;0,021281948
593;0,02;0,224572969;0,158230131;0,01748084
593,5;0,02;0,224621543;0,158271173;0,019342374
594;0,02;0,224668988;0,158311262;0,019475428
594,5;0,02;0,224715329;0,158350419;0,020007645
595;0,02;0,224760593;0,158388667;0,018609892
595,5;0,02;0,224804804;0,158426026;0,018754151
596;0,02;0,224847987;0,158462517;0,019959366
596,5;0,02;0,224890167;0,158498161;0,019877528
597;0,02;0,224931366;0,158532977;0,020620067
597,5;0,02;0,224971607;0,158566984;0,020888186
598;0,02;0,225010914;0,158600202;0,019708337
598,5;0,02;0,225049307;0,158632648;0,018788762
599;0,02;0,225086808;0,158664341;0,019160236
599,5;0,02;0,225123438;0,158695299;0,018861972
600;0,02;0,225159217;0,158725537;0,021916196
600,5;0,02;0,225194165;0,158755074;0,019595043
601;0,02;0,225228302;0,158783925;0,020316241
601,5;0,02;0,225261645;0,158812107;0,018918684
602;0,02;0,225294214;0,158839635;0,018385152
602,5;0,02;0,225326028;0,158866524;0,02052329
603;0,02;0,225357102;0,158892789;0,020423362
603,5;0,02;0,225387455;0,158918444;0,01879843
604;0,02;0,225417103;0,158943504;0,019656683
604,5;0,02;0,225446063;0,158967983;0,019161968
605;0,02;0,225474351;0,158991894;0,022004194
605,5;0,02;0,225501983;0,159015251;0,020135694
606;0,02;0,225528973;0,159038065;0,019837761
606,5;0,02;0,225555337;0,159060351;0,021264047
607;0,02;0,225581089;0,159082119;0,018461818
607,5;0,02;0,225606243;0,159103383;0,020313308
608;0,02;0,225630814;0,159124153;0,020613195
608,5;0,02;0,225654815;0,159144442;0,020867763
609;0,02;0,225678259;0,159164261;0,020024867
609,5;0,02;0,22570116;0,15918362;0,020740008
610;0,02;0,225723529;0,15920253;0,019847136
610,5;0,02;0,225745379;0,159221001;0,02110956
611;0,02;0,225766722;0,159239045;0,020523118
611,5;0,02;0,225787571;0,15925667;0,017916135
612;0,02;0,225807935;0,159273886;0,019209065
612,5;0,02;0,225827828;0,159290704;0,01944293
613;0,02;0,225847259;0,159307131;0,02044154
613,5;0,02;0,22586624;0,159323178;0,020422696
614;0,02;0,225884781;0,159338853;0,022455849
614,5;0,02;0,225902892;0,159354164;0,020373987
615;0,02;0,225920583;0,159369121;0,019847145
615,5;0,02;0,225937863;0,159383731;0,018602911
616;0,02;0,225954743;0,159398002;0,018803619
616,5;0,02;0,225971232;0,159411943;0,020022511
617;0,02;0,225987339;0,159425561;0,020232939
617,5;0,02;0,226003072;0,159438863;0,020729217
618;0,02;0,226018441;0,159451857;0,019072062
618,5;0,02;0,226033453;0,159464549;0,021012408
619;0,02;0,226048118;0,159476948;0,020650318
619,5;0,02;0,226062442;0,15948906;0,019886399
620;0,02;0,226076435;0,15950089;0,019717073
620,5;0,02;0,226090103;0,159512447;0,022634928
621;0,02;0,226103455;0,159523736;0,019274155
621,5;0,02;0,226116497;0,159534763;0,019803588
622;0,02;0,226129237;0,159545535;0,020899389
622,5;0,02;0,226141682;0,159556058;0,020855866
623;0,02;0,226153838;0,159566336;0,019315455
623,5;0,02;0,226165713;0,159576377;0,020787502
624;0,02;0,226177312;0,159586185;0,020371885
624,5;0,02;0,226188643;0,159595765;0,019974624
625;0,02;0,226199712;0,159605124;0,021197968
625,5;0,02;0,226210523;0,159614266;0,020973991
626;0,02;0,226221085;0,159623197;0,019220384
626,5;0,02;0,226231402;0,15963192;0,01945637
627;0,02;0,226241479;0,159640441;0,01834379
627,5;0,02;0,226251324;0,159648766;0,020893402
628;0,02;0,22626094;0,159656897;0,018747202
628,5;0,02;0,226270334;0,15966484;0,019132092
629;0,02;0,226279509;0,159672599;0,019933782
629,5;0,02;0,226288473;0,159680178;0,019867499
630;0,02;0,226297229;0,159687582;0,019422531
630,5;0,02;0,226305782;0,159694814;0,019608983
631;0,02;0,226314136;0,159701879;0,021072202
631,5;0,02;0,226322298;0,15970878;0,020654515
632;0,02;0,22633027;0,159715522;0,020839189
632,5;0,02;0,226338058;0,159722107;0,020451815
633;0,02;0,226345665;0,15972854;0,021050797
633,5;0,02;0,226353096;0,159734824;0,018717945
634;0,02;0,226360355;0,159740962;0,019953614
634,5;0,02;0,226367446;0,159746958;0,020719758
635;0,02;0,226374373;0,159752815;0,019955092
635,5;0,02;0,226381139;0,159758537;0,020869492
636;0,02;0,226387749;0,159764126;0,020376277
636,5;0,02;0,226394206;0,159769586;0,017793313
637;0,02;0,226400513;0,15977492;0,020814869
637,5;0,02;0,226406674;0,15978013;0,020179797
638;0,02;0,226412692;0,159785219;0,021783365
638,5;0,02;0,226418571;0,15979019;0,019152396
639;0,02;0,226424314;0,159795047;0,018805816
639,5;0,02;0,226429924;0,159799791;0,019798096
640;0,02;0,226435404;0,159804425;0,019117721
640,5;0,02;0,226440757;0,159808952;0,020373887
641;0,02;0,226445986;0,159813374;0,019166221
641,5;0,02;0,226451094;0,159817693;0,019368802
642;0,02;0,226456084;0,159821913;0,021381394
642,5;0,02;0,226460959;0,159826035;0,017434447
643;0,02;0,22646572;0,159830062;0,020283297
643,5;0,02;0,226470371;0,159833995;0,019888086
644;0,02;0,226474915;0,159837837;0,020111624
644,5;0,02;0,226479353;0,15984159;0,020113463
645;0,02;0,226483689;0,159845257;0,021206306
645,5;0,02;0,226487924;0,159848838;0,019608472
646;0,02;0,226492061;0,159852337;0,019664515
646,5;0,02;0,226496103;0,159855755;0,021548865
647;0,02;0,22650005;0,159859093;0,019768598
647,5;0,02;0,226503907;0,159862354;0,017784635
648;0,02;0,226507674;0,15986554;0,020132644
648,5;0,02;0,226511354;0,159868652;0,019357128
649;0,02;0,226514949;0,159871692;0,022405275
649,5;0,02;0,22651846;0,159874662;0,017501591
650;0,02;0,22652189;0,159877563;0,02019219
650,5;0,02;0,226525241;0,159880396;0,019016118
651;0,02;0,226528515;0,159883165;0,020052931
651,5;0,02;0,226531712;0,159885869;0,020734922
652;0,02;0,226534836;0,15988851;0,020609117
652,5;0,02;0,226537887;0,15989109;0,01984596
653;0,02;0,226540867;0,159893611;0,019523951
653,5;0,02;0,226543779;0,159896073;0,019515768
654;0,02;0,226546623;0,159898478;0,021094735
654,5;0,02;0,226549401;0,159900828;0,019330508
655;0,02;0,226552115;0,159903123;0,021902006
655,5;0,02;0,226554767;0,159905365;0,018368317
656;0,02;0,226557356;0,159907555;0,021671161
656,5;0,02;0,226559886;0,159909695;0,020810354
657;0,02;0,226562358;0,159911785;0,019782329
657,5;0,02;0,226564772;0,159913827;0,017978694
658;0,02;0,22656713;0,159915821;0,02026917
658,5;0,02;0,226569434;0,159917769;0,021691725
659;0,02;0,226571684;0,159919672;0,020551722
659,5;0,02;0,226573882;0,159921531;0,020744556
660;0,02;0,226576029;0,159923347;0,01977881
660,5;0,02;0,226578127;0,159925121;0,019830267
661;0,02;0,226580176;0,159926854;0,019638988
661,5;0,02;0,226582178;0,159928547;0,02079142
662;0,02;0,226584133;0,1599302;0,019388662
662,5;0,02;0,226586043;0,159931816;0,020801416
663;0,02;0,226587909;0,159933394;0,020127459
663,5;0,02;0,226589732;0,159934935;0,020695009
664;0,02;0,226591512;0,159936441;0,018885988
664,5;0,02;0,226593252;0,159937912;0,022096557
665;0,02;0,226594951;0,159939349;0,018848729
665,5;0,02;0,22659661;0,159940752;0,020179426
666;0,02;0,226598232;0,159942124;0,020485118
666,5;0,02;0,226599816;0,159943463;0,018968014
667;0,02;0,226601363;0,159944771;0,019517125
667,5;0,02;0,226602874;0,15994605;0,018677813
668;0,02;0,22660435;0,159947298;0,020890165
668,5;0,02;0,226605792;0,159948518;0,020101608
669;0,02;0,226607201;0,159949709;0,020504608
669,5;0,02;0,226608577;0,159950873;0,020707094
670;0,02;0,226609922;0,15995201;0,019692516
670,5;0,02;0,226611235;0,15995312;0,019780369
671;0,02;0,226612518;0,159954205;0,018034516
671,5;0,02;0,226613771;0,159955265;0,019449585
672;0,02;0,226614995;0,1599563;0,021054202
672,5;0,02;0,226616191;0,159957312;0,020625984
673;0,02;0,226617359;0,1599583;0,01965745
673,5;0,02;0,2266185;0,159959265;0,020169989
674;0,02;0,226619615;0,159960207;0,020587452
674,5;0,02;0,226620704;0,159961128;0,019463124
675;0,02;0,226621767;0,159962028;0,020387967
675,5;0,02;0,226622806;0,159962907;0,020346595
676;0,02;0,226623821;0,159963765;0,020015138
676,5;0,02;0,226624813;0,159964603;0,019408449
677;0,02;0,226625782;0,159965423;0,021692133
677,5;0,02;0,226626728;0,159966223;0,020305158
678;0,02;0,226627652;0,159967004;0,020658845
678,5;0,02;0,226628555;0,159967768;0,019693627
679;0,02;0,226629437;0,159968514;0,019030985
679,5;0,02;0,226630298;0,159969243;0,020559053
680;0,02;0,22663114;0,159969954;0,021682264
680,5;0,02;0,226631962;0,15997065;0,020712125
681;0,02;0,226632765;0,159971329;0,017357168
681,5;0,02;0,22663355;0,159971992;0,022001704
682;0,02;0,226634316;0,159972641;0,019903205
682,5;0,02;0,226635065;0,159973274;0,021296626
683;0,02;0,226635796;0,159973892;0,019444942
683,5;0,02;0,226636511;0,159974496;0,02081672
684;0,02;0,226637208;0,159975087;0,01988418
684,5;0,02;0,22663789;0,159975663;0,019861048
685;0,02;0,226638556;0,159976226;0,021027783
685,5;0,02;0,226639207;0,159976776;0,019277413
686;0,02;0,226639842;0,159977314;0,019210915
686,5;0,02;0,226640463;0,159977839;0,020092235
687;0,02;0,226641069;0,159978352;0,020044173
687,5;0,02;0,226641662;0,159978853;0,020552074
688;0,02;0,22664224;0,159979342;0,021322014
688,5;0,02;0,226642806;0,15997982;0,020686843
689;0,02;0,226643358;0,159980287;0,01974722
689,5;0,02;0,226643897;0,159980743;0,019256961
690;0,02;0,226644424;0,159981189;0,019145051
690,5;0,02;0,226644939;0,159981624;0,02120132
691;0,02;0,226645442;0,159982049;0,021695007
691,5;0,02;0,226645933;0,159982465;0,020301819
692;0,02;0,226646413;0,159982871;0,021169843
692,5;0,02;0,226646881;0,159983267;0,020775861
693;0,02;0,226647339;0,159983654;0,019153628
693,5;0,02;0,226647786;0,159984033;0,019714759
694;0,02;0,226648223;0,159984402;0,01916046
694,5;0,02;0,22664865;0,159984763;0,017514822
695;0,02;0,226649067;0,159985116;0,019583149
695,5;0,02;0,226649474;0,15998546;0,021069212
696;0,02;0,226649872;0,159985797;0,01992245
696,5;0,02;0,226650261;0,159986125;0,019359744
697;0,02;0,226650641;0,159986446;0,018414446
697,5;0,02;0,226651011;0,15998676;0,020019875
698;0,02;0,226651374;0,159987066;0,018031628
698,5;0,02;0,226651728;0,159987366;0,020058564
699;0,02;0,226652073;0,159987658;0,02021084
699,5;0,02;0,226652411;0,159987944;0,019049425
700;0,02;0,226652741;0,159988223;0,019800464
700,5;0,019;0,226653063;0,159988495;0,019993411
701;0,018;0,226153378;0,159988761;0,019051942
701,5;0,017;0,225228685;0,159614021;0,020192161
702;0,016;0,223886486;0,158826776;0,018317749
702,5;0,015;0,222127529;0,157681904;0,020511492
703;0,014;0,219960685;0,156199777;0,020579692
703,5;0,013;0,217396549;0,154383982;0,019875946
704;0,012;0,214444664;0,152240761;0,01962567
704,5;0,011;0,211114079;0,149779029;0,020792591
705;0,01;0,207413821;0,147007764;0,020337673
705,5;0,009;0,203352913;0,143935687;0,01970725
706;0,008;0,198940329;0,140571617;0,01879193
706,5;0,007;0,194185022;0,13692458;0,019255126
707;0,006;0,189095956;0,133003809;0,017280566
707,5;0,005;0,183682134;0,128818767;0,016346433
708;0,004;0,177952629;0,124379183;0,019372314
708,5;0,003;0,171916612;0,119695103;0,017068478
709;0,002;0,165583386;0,114776943;0,01761579
709,5;0,001;0,158962419;0,10963555;0,016314101
710;0;0,152063389;0,104282269;0,015934693
710,5;0;0,144896221;0,098729035;0,016863266
711;0;0,137971143;0,092988468;0,015190679
711,5;0;0,131223742;0,087449003;0,015740847
712;0;0,124657531;0,082162544;0,014208761
712,5;0;0,118283283;0,077069062;0,014746387
713;0;0,11210115;0,072149716;0,014231744
713,5;0;0,106108435;0,067411647;0,01307023
714;0;0,100303917;0,062858364;0,011515272
714,5;0;0,094687084;0,058487837;0,010584152
715;0;0,089257197;0,054297809;0,010727644
715,5;0;0,084013289;0,050287026;0,010354554
716;0;0,078954349;0,04645436;0,011257105
716,5;0;0,074079351;0,042798391;0,011035826
717;0;0,069387207;0,039317519;0,009426702
717,5;0;0,064876754;0,03601007;0,008711508
718;0;0,060546751;0,032874276;0,009841243
718,5;0;0,05639588;0,029908233;0,010227971
719;0;0,052422733;0,027109887;0,009023228
719,5;0;0,048625806;0,024477025;0,006745154
720;0;0,045003489;0,02200726;0,007231375
720,5;0;0,041554055;0,019698013;0,00707048
721;0;0,038275648;0,017546489;0,007262714
721,5;0;0,035166274;0,015549657;0,006501481
722;0;0,032223782;0,013704225;0,007484532
722,5;0;0,029445848;0,012006609;0,006584147
723;0;0,026829962;0,010452908;0,004710465
723,5;0;0,024373404;0,009038864;0,005681232
724;0;0,022073223;0,007759836;0,004005917
724,5;0;0,019926215;0,006610759;0,003802105
725;0;0,017928897;0,005586109;0,005065876
725,5;0;0,016077479;0,004679878;0,004808216
726;0;0,014367839;0,003885544;0,00136512
726,5;0;0,012795494;0,00319606;0,00136383
727;0;0,011355579;0,00260387;0,002137744
727,5;0;0,010042823;0,002100938;0,0021543
728;0;0,00885154;0,001678836;0,000151659
728,5;0;0,007775634;0,001328865;0,00145481
729;0;0,006808619;0,001042242;0,001364223
729,5;0;0,005943663;0,000810325;0,000315249
730;0;0,005173662;0,000624856;0,001507746
730,5;0;0,004491341;0,000478185;0,00075307
731;0;0,003889368;0,000363412;0,001734741
731,5;0;0,003360474;0,000274449;0,000544245
732;0;0,00289757;0,000206046;0,000134218
732,5;0;0,002493842;0,000153878;0,001671555
733;0;0,002142847;0,000114562;-0,000956532
733,5;0;0,001838604;8,51837E-05;0,000211304
734;0;0,001575591;6,23286E-05;-0,000952935
734,5;0;0,001348602;4,35882E-05;-0,000876796
735;0;0,00115285;3,54928E-05;0,000152179
735,5;0;0,000985246;4,82433E-05;0,001260861
736;0;0,000844696;6,29793E-06;0,000241403
736,5;0;0,000718936;-0,000233121;0,000346047
737;0;0,000576128;0,000167226;0,00052798
737,5;0;0,000514792;0,000473902;0,000637609
738;0;0,000508659;-0,001111877;0,000717267
738,5;0;0,000265578;-0,002617637;-0,000316129
739;0;-0,000166904;-0,000455225;0,000397276
739,5;0;-0,000210152;-0,000238984;-0,001070506
740;0;-0,000214477;-0,00021736;0,001693086
740,5;0;-0,00021491;-0,000215198;-0,001888917
741;0;-0,000214953;-0,000214982;0,000306477
741,5;0;-0,000214957;-0,00021496;-9,6438E-05
742;0;-0,000214958;-0,000214958;-0,001361421
742,5;0;-0,000214958;-0,000214958;0,001162126
743;0;-0,000214958;-0,000214958;0,000883859
743,5;0;-0,000214958;-0,000214958;-0,001978025
744;0;-0,000214958;-0,000214958;-9,90126E-05
744,5;0;-0,000214958;-0,000214958;0,000897751
745;0;-0,000214958;-0,000214958;2,44059E-05
745,5;0;-0,000214958;-0,000214958;-0,001430345
746;0;-0,000214958;-0,000214958;-0,00042038
746,5;0;-0,000214958;-0,000214958;0,000808073
747;0;-0,000214958;-0,000214958;-0,000719634
747,5;0;-0,000214958;-0,000214958;-0,000164652
748;0;-0,000214958;-0,000214958;-0,000589069
748,5;0;-0,000214958;-0,000214958;0,001025558
749;0;-0,000214958;-0,000214958;-0,000165704
749,5;0;-0,000214958;-0,000214958;0,000598935
750;0;-0,000214958;-0,000214958;-0,001336087
750,5;0,0005;-0,000214958;-0,000214958;-0,00098593
751;0,001;3,50424E-05;-0,000214958;-0,000736246
751,5;0,0015;0,000497542;-2,74576E-05;-0,001072845
752;0,002;0,001168792;0,000366292;0,000350092
752,5;0,0025;0,002048417;0,000968167;0,001421755
753;0,003;0,00313638;-0,000613991;0,001290253
753,5;0,0035;0,004073824;-0,001690636;0,001331945
754;0,004;0,004959155;0,002632709;-0,000500077
754,5;0,0045;0,006610188;0,004377544;0,002861806
755;0,005;0,008525292;-0,000361714;0,002857966
755,5;0,0055;0,009692241;-0,001966836;-0,000428927
756;0,006;0,010693379;0,006777472;0,002724508
756,5;0,0065;0,013105993;0,009714402;0,004333583
757;0,007;0,015847254;0,00196742;0,005191887
757,5;0,0075;0,017265279;5,70875E-05;0,002642634
758;0,008;0,018434051;0,00741878;-0,001972662
758,5;0,0085;0,02078176;0,01473578;0,003973124
759;0,009;0,024124863;0,008503722;0,005006606
759,5;0,0095;0,026281692;0,0050457;0,006171944
760;0,01;0,027846293;0,00944574;0,003453436
760,5;0,0105;0,03008621;0,014367018;0,003553456
761;0,011;0,032978331;0,014007762;0,006901714
761,5;0,0115;0,035632746;0,013252877;0,004282705
762;0,012;0,038025766;0,01524348;0,00440619
762,5;0,0125;0,040608423;0,017940052;0,006821505
763;0,013;0,043458167;0,019508269;0,007476734
763,5;0,0135;0,046365682;0,020728133;0,00802805
764;0,014;0,04927005;0,022497294;0,007216187
764,5;0,0145;0,052254137;0,024580276;0,008560477
765;0,015;0,055353058;0,026586799;0,008546307
765,5;0,0155;0,058538119;0,02856387;0,007726888
766;0,016;0,061791981;0,030662733;0,008666288
766,5;0,0165;0,065122594;0,032883608;0,007803294
767;0,017;0,068536746;0,035174376;0,010182272
767,5;0,0175;0,072032391;0,037528856;0,009191524
768;0,018;0,07560686;0,039962966;0,009880468
768,5;0,0185;0,079260276;0,042480429;0,008970656
769;0,019;0,082993299;0,04507689;0,009648528
769,5;0,0195;0,086805838;0,047750721;0,012283411
770;0,02;0,09069757;0,05050291;0,012438429
770,5;0,0205;0,094668371;0,053333982;0,010270013
771;0,021;0,098718213;0,056243708;0,012092065
771,5;0,0215;0,102847037;0,059231898;0,012232898
772;0,022;0,107054766;0,062298557;0,011158674
772,5;0,0225;0,111341335;0,065443709;0,012784372
773;0,023;0,115706691;0,06866733;0,011875084
773,5;0,0235;0,120150787;0,071969391;0,013662136
774;0,024;0,124673577;0,075349873;0,016180562
774,5;0,0245;0,129275022;0,078808762;0,013062445
775;0,025;0,133955083;0,082346043;0,013548916
775,5;0,0255;0,138713727;0,0859617;0,012975919
776;0,026;0,143550923;0,08965572;0,016340908
776,5;0,0265;0,148466642;0,09342809;0,013387526
777;0,027;0,153460859;0,097278798;0,015603549
777,5;0,0275;0,15853355;0,101207833;0,016047345
778;0,028;0,163684693;0,105215184;0,017274813
778,5;0,0285;0,168914266;0,109300842;0,015304444
779;0,029;0,174222253;0,113464798;0,015046525
779,5;0,0295;0,179608635;0,117707042;0,017451308
780;0,03;0,185073396;0,122027566;0,01624439
780,5;0,0305;0,190616521;0,126426363;0,016742403
781;0,031;0,196237998;0,130903426;0,016507048
781,5;0,0315;0,201937812;0,135458748;0,019148555
782;0,032;0,207715952;0,140092323;0,019127042
782,5;0,0325;0,213572408;0,144804144;0,01878977
783;0,033;0,219507168;0,149594206;0,019186339
783,5;0,0335;0,225520224;0,154462503;0,016259374
784;0,034;0,231611566;0,159409031;0,019346917
784,5;0,0345;0,237781186;0,164433785;0,018587165
785;0,035;0,244029075;0,16953676;0,02201109
785,5;0,0355;0,250355228;0,174717952;0,020416891
786;0,036;0,256759637;0,179977357;0,019200896
786,5;0,0365;0,263242295;0,185314971;0,020556144
787;0,037;0,269803196;0,190730791;0,020665047
787,5;0,0375;0,276442335;0,196224813;0,021502404
788;0,038;0,283159707;0,201797034;0,022169624
788,5;0,0385;0,289955306;0,207447451;0,024050557
789;0,039;0,296829128;0,213176061;0,021791126
789,5;0,0395;0,303781168;0,218982862;0,022091671
790;0,04;0,310811422;0,22486785;0,022807939
790,5;0,0405;0,317919886;0,230831023;0,023555707
791;0,041;0,325106557;0,236872379;0,02513765
791,5;0,0415;0,33237143;0,242991916;0,024083518
792;0,042;0,339714503;0,249189631;0,023279519
792,5;0,0425;0,347135772;0,255465522;0,02482296
793;0,043;0,354635235;0,261819588;0,023483925
793,5;0,0435;0,362212888;0,268251826;0,024653809
794;0,044;0,369868728;0,274762236;0,025294601
794,5;0,0445;0,377602754;0,281350814;0,025196518
795;0,045;0,385414963;0,28801756;0,028086857
795,5;0,0455;0,393305353;0,294762472;0,027385236
796;0,046;0,401273921;0,301585548;0,025077894
796,5;0,0465;0,409320665;0,308486788;0,02701595
797;0,047;0,417445583;0,315466189;0,030114113
797,5;0,0475;0,425648674;0,322523751;0,028161384
798;0,048;0,433929936;0,329659472;0,028401388
798,5;0,0485;0,442289366;0,336873352;0,029836115
799;0,049;0,450726964;0,344165388;0,028277774
799,5;0,0495;0,459242728;0,35153558;0,027219931
800;0,05;0,467836656;0,358983927;0,029600705
800,5;0,0505;0,476508746;0,366510428;0,03049574
801;0,051;0,485258999;0,374115083;0,030926546
801,5;0,0515;0,494087411;0,381797889;0,029897968
802;0,052;0,502993983;0,389558846;0,032609986
802,5;0,0525;0,511978712;0,397397954;0,030103544
803;0,053;0,521041598;0,405315211;0,03310261
803,5;0,0535;0,53018264;0,413310617;0,033153032
804;0,054;0,539401837;0,421384171;0,033190797
804,5;0,0545;0,548699187;0,429535872;0,031305023
805;0,055;0,55807469;0,437765721;0,0340661
805,5;0,0555;0,567528344;0,446073715;0,032538085
806;0,056;0,57706015;0,454459854;0,033526463
806,5;0,0565;0,586670106;0,462924138;0,033243495
807;0,057;0,59635821;0,471466567;0,033951068
807,5;0,0575;0,606124464;0,480087139;0,031694454
808;0,058;0,615968865;0,488785854;0,034495144
808,5;0,0585;0,625891413;0,497562711;0,034854069
809;0,059;0,635892108;0,506417711;0,035235558
809,5;0,0595;0,645970949;0,515350852;0,036035486
810;0,06;0,656127934;0,524362135;0,036433847
810,5;0,0605;0,666363064;0,533451558;0,035120246
811;0,061;0,676676338;0,542619121;0,036036044
811,5;0,0615;0,687067756;0,551864824;0,039109361
812;0,062;0,697537316;0,561188666;0,037262723
812,5;0,0625;0,708085018;0,570590647;0,037903829
813;0,063;0,718710863;0,580070767;0,038686405
813,5;0,0635;0,729414848;0,589629025;0,037481537
814;0,064;0,740196975;0,599265421;0,038705688
814,5;0,0645;0,751057242;0,608979955;0,036959061
815;0,065;0,761995649;0,618772626;0,039217989
815,5;0,0655;0,773012195;0,628643433;0,03931047
816;0,066;0,784106881;0,638592378;0,040098441
816,5;0,0665;0,795279705;0,648619458;0,040113034
817;0,067;0,806530668;0,658724675;0,041005208
817,5;0,0675;0,817859769;0,668908027;0,039977631
818;0,068;0,829267008;0,679169515;0,041053616
818,5;0,0685;0,840752384;0,689509138;0,040959512
819;0,069;0,852315897;0,699926895;0,042091593
819,5;0,0695;0,863957547;0,710422788;0,042044504
820;0,07;0,875677333;0,720996815;0,040713501
820,5;0,0705;0,887475255;0,731648976;0,043595556
821;0,071;0,899351313;0,742379271;0,042177353
821,5;0,0715;0,911305507;0,7531877;0,04283154
822;0,072;0,923337836;0,764074263;0,041585785
822,5;0,0725;0,9354483;0,775038959;0,044244994
823;0,073;0,947636899;0,786081788;0,043375953
823,5;0,0735;0,959903632;0,79720275;0,043561051
824;0,074;0,9722485;0,808401845;0,04513108
824,5;0,0745;0,984671502;0,819679072;0,044151601
825;0,075;0,997172637;0,831034432;0,043997036
825,5;0,075;1,009751906;0,842467924;0,046293682
826;0,075;1,022159309;0,853979548;0,044827213
826,5;0,075;1,034432345;0,865381805;0,047026432
827;0,075;1,046574764;0,876655943;0,046242988
827,5;0,075;1,058586941;0,887812684;0,048583699
828;0,075;1,070470802;0,898855993;0,046949743
828,5;0,075;1,082228581;0,909787334;0,048386465
829;0,075;1,093862394;0,920608249;0,048127085
829,5;0,075;1,105374272;0,931320392;0,047287378
830;0,075;1,11676619;0,941925387;0,048608448
830,5;0,075;1,12804007;0,952424811;0,049527944
831;0,075;1,139197781;0,962820204;0,04923871
831,5;0,075;1,150241144;0,973113069;0,04850187
832;0,075;1,161171933;0,983304873;0,050500593
832,5;0,075;1,171991874;0,993397051;0,04983587
833;0,075;1,18270265;1,003391005;0,048945762
833,5;0,075;1,193305904;1,013288107;0,049959558
834;0,075;1,203803234;1,023089696;0,049872931
834,5;0,075;1,214196203;1,032797084;0,051511286
835;0,075;1,224486336;1,042411553;0,050713888
835,5;0,075;1,234675118;1,051934359;0,05073103
836;0,075;1,244764004;1,061366731;0,050254446
836,5;0,075;1,254754413;1,070709872;0,052077679
837;0,075;1,264647732;1,07996496;0,052535346
837,5;0,075;1,274445316;1,08913315;0,050949828
838;0,075;1,284148491;1,098215571;0,051455255
838,5;0,075;1,293758553;1,107213333;0,054705152
839;0,075;1,30327677;1,116127522;0,052119658
839,5;0,075;1,312704383;1,124959202;0,052015468
840;0,075;1,322042606;1,133709417;0,054006879
840,5;0,075;1,331292628;1,142379191;0,05327607
841;0,075;1,340455612;1,150969529;0,051490667
841,5;0,075;1,3495327;1,159481416;0,052552858
842;0,075;1,358525007;1,167915819;0,052889203
842,5;0,075;1,367433629;1,176273687;0,054171893
843;0,075;1,376259638;1,184555951;0,053411398
843,5;0,075;1,385004085;1,192763526;0,053198158
844;0,075;1,393668001;1,200897311;0,055777515
844,5;0,075;1,402252397;1,208958186;0,055504173
845;0,075;1,410758266;1,216947019;0,05612733
845,5;0,075;1,419186579;1,224864661;0,054937763
846;0,075;1,427538291;1,232711947;0,054661282
846,5;0,075;1,435814339;1,2404897;0,05526264
847;0,075;1,444015643;1,248198727;0,055253485
847,5;0,075;1,452143106;1,255839823;0,056176366
848;0,075;1,460197614;1,263413767;0,054240618
