t[sec];q1[m3/h];h1[m];h2[m];q2_measurement[m3/h]
1122,5;0,075;2,477198683;2,228223867;0,073499164
1123;0,075;2,477352461;2,228370714;0,072788783
1123,5;0,075;2,477505199;2,228516569;0,07403107
1124;0,075;2,477656904;2,228661438;0,072888833
1124,5;0,075;2,477807584;2,228805328;0,07201562
1125;0,075;2,477957246;2,228948245;0,075064582
1125,5;0,075;2,478105896;2,229090196;0,074312532
1126;0,075;2,478253541;2,229231189;0,075979973
1126,5;0,075;2,478400188;2,229371228;0,074460704
1127;0,075;2,478545844;2,229510321;0,073953371
1127,5;0,075;2,478690516;2,229648475;0,073917161
1128;0,075;2,478834209;2,229785695;0,073402124
1128,5;0,075;2,478976932;2,229921987;0,074900523
1129;0,075;2,47911869;2,230057359;0,073815801
1129,5;0,075;2,479259491;2,230191816;0,076508556
1130;0,075;2,47939934;2,230325365;0,074993968
1130,5;0,075;2,479538243;2,230458011;0,074860251
1131;0,075;2,479676209;2,230589762;0,076528828
1131,5;0,075;2,479813242;2,230720622;0,074738253
1132;0,075;2,479949349;2,230850598;0,073751776
1132,5;0,075;2,480084536;2,230979697;0,074491082
1133;0,075;2,48021881;2,231107923;0,074003172
1133,5;0,075;2,480352177;2,231235283;0,074911433
1134;0,075;2,480484643;2,231361783;0,07519793
1134,5;0,075;2,480616214;2,231487428;0,07457082
1135;0,075;2,480746896;2,231612225;0,077071502
1135,5;0,075;2,480876695;2,231736179;0,073629862
1136;0,075;2,481005618;2,231859295;0,073166605
1136,5;0,075;2,48113367;2,23198158;0,074781235
1137;0,075;2,481260856;2,23210304;0,076310888
1137,5;0,075;2,481387184;2,232223679;0,074254004
1138;0,075;2,481512658;2,232343503;0,073877962
1138,5;0,075;2,481637285;2,232462518;0,07594895
1139;0,075;2,48176107;2,232580729;0,074828661
1139,5;0,075;2,481884019;2,232698142;0,07416858
1140;0,075;2,482006137;2,232814763;0,074329484
1140,5;0,075;2,482127431;2,232930596;0,07374987
1141;0,075;2,482247906;2,233045646;0,074371499
1141,5;0,075;2,482367567;2,23315992;0,074242443
1142;0,075;2,48248642;2,233273422;0,074040703
1142,5;0,075;2,48260447;2,233386158;0,073965164
1143;0,075;2,482721723;2,233498133;0,075129685
1143,5;0,075;2,482838185;2,233609352;0,074267562
1144;0,075;2,48295386;2,23371982;0,075648928
1144,5;0,075;2,483068754;2,233829542;0,075883578
1145;0,075;2,483182872;2,233938523;0,075357643
1145,5;0,075;2,48329622;2,234046769;0,075585632
1146;0,075;2,483408802;2,234154284;0,073567995
1146,5;0,075;2,483520624;2,234261073;0,07437094
1147;0,075;2,483631692;2,234367141;0,0738575
1147,5;0,075;2,483742009;2,234472494;0,074271567
1148;0,075;2,483851582;2,234577135;0,074446704
1148,5;0,075;2,483960415;2,234681069;0,075154877
1149;0,075;2,484068513;2,234784303;0,072858868
1149,5;0,075;2,484175881;2,234886839;0,074899774
1150;0,075;2,484282525;2,234988684;0,075888025
1150,5;0,075;2,484388449;2,235089841;0,075175498
1151;0,075;2,484493658;2,235190315;0,074828538
1151,5;0,075;2,484598156;2,235290111;0,074943895
1152;0,075;2,48470195;2,235389234;0,07559803
1152,5;0,075;2,484805042;2,235487688;0,074897751
1153;0,075;2,484907439;2,235585477;0,075407423
1153,5;0,075;2,485009145;2,235682606;0,073472207
1154;0,075;2,485110164;2,23577908;0,076038618
1154,5;0,075;2,485210501;2,235874903;0,075871637
1155;0,075;2,485310162;2,235970079;0,075696013
1155,5;0,075;2,485409149;2,236064613;0,07474956
1156;0,075;2,485507469;2,23615851;0,077122337
1156,5;0,075;2,485605125;2,236251772;0,076165828
1157;0,075;2,485702122;2,236344405;0,074352946
1157,5;0,075;2,485798465;2,236436413;0,074750303
1158;0,075;2,485894157;2,236527801;0,075751792
1158,5;0,075;2,485989203;2,236618572;0,076406136
1159;0,075;2,486083609;2,23670873;0,075025181
1159,5;0,075;2,486177377;2,23679828;0,074526456
1160;0,075;2,486270512;2,236887226;0,074205833
1160,5;0,075;2,486363019;2,236975572;0,074005549
1161;0,075;2,486454902;2,237063321;0,07484404
1161,5;0,075;2,486546165;2,237150479;0,074981057
1162;0,075;2,486636812;2,237237049;0,074936294
1162,5;0,075;2,486726848;2,237323035;0,07280642
1163;0,075;2,486816276;2,23740844;0,075302369
1163,5;0,075;2,4869051;2,23749327;0,075846478
1164;0,075;2,486993326;2,237577527;0,075049917
1164,5;0,075;2,487080956;2,237661216;0,073718701
1165;0,075;2,487167995;2,237744341;0,076588101
1165,5;0,075;2,487254447;2,237826904;0,074841204
1166;0,075;2,487340316;2,237908911;0,073792054
1166,5;0,075;2,487425605;2,237990365;0,075223713
1167;0,075;2,487510319;2,238071269;0,073351907
1167,5;0,075;2,487594461;2,238151627;0,073907216
1168;0,075;2,487678036;2,238231444;0,074557262
1168,5;0,075;2,487761047;2,238310722;0,073631994
1169;0,075;2,487843499;2,238389465;0,074894405
1169,5;0,075;2,487925394;2,238467678;0,076257339
1170;0,075;2,488006736;2,238545363;0,074411403
1170,5;0,075;2,48808753;2,238622524;0,073962359
1171;0,075;2,488167779;2,238699164;0,075977276
1171,5;0,075;2,488247487;2,238775288;0,075560239
1172;0,075;2,488326657;2,238850898;0,074716322
1172,5;0,075;2,488405293;2,238925998;0,074515073
1173;0,075;2,488483399;2,239000592;0,07394734
1173,5;0,075;2,488560978;2,239074683;0,0761391
1174;0,075;2,488638034;2,239148274;0,07425171
1174,5;0,075;2,48871457;2,239221369;0,073093978
1175;0,075;2,48879059;2,239293971;0,072682208
1175,5;0,075;2,488866097;2,239366084;0,074892416
1176;0,075;2,488941095;2,23943771;0,074919619
1176,5;0,075;2,489015587;2,239508853;0,07454177
1177;0,075;2,489089577;2,239579517;0,074210078
1177,5;0,075;2,489163068;2,239649704;0,075062622
1178;0,075;2,489236064;2,239719418;0,073967344
1178,5;0,075;2,489308567;2,239788662;0,074148062
1179;0,075;2,489380581;2,239857438;0,075946386
1179,5;0,075;2,48945211;2,239925752;0,074278746
1180;0,075;2,489523156;2,239993604;0,073745043
1180,5;0,075;2,489593723;2,240060999;0,074472242
1181;0,075;2,489663815;2,24012794;0,074157005
1181,5;0,075;2,489733433;2,240194429;0,076435817
1182;0,075;2,489802583;2,24026047;0,075894322
1182,5;0,075;2,489871266;2,240326066;0,075585614
1183;0,075;2,489939486;2,24039122;0,075060585
1183,5;0,075;2,490007246;2,240455934;0,074061362
1184;0,075;2,490074549;2,240520212;0,075665568
1184,5;0,075;2,490141399;2,240584057;0,07565741
1185;0,075;2,490207797;2,240647471;0,075240825
1185,5;0,075;2,490273748;2,240710458;0,075677304
1186;0,075;2,490339255;2,24077302;0,074234382
1186,5;0,075;2,49040432;2,240835161;0,074814568
1187;0,075;2,490468946;2,240896882;0,07536011
1187,5;0,075;2,490533136;2,240958188;0,075281043
1188;0,075;2,490596894;2,24101908;0,076489588
1188,5;0,075;2,490660222;2,241079562;0,075276494
1189;0,075;2,490723123;2,241139636;0,074559992
1189,5;0,075;2,4907856;2,241199305;0,073821134
1190;0,075;2,490847656;2,241258572;0,074513249
1190,5;0,075;2,490909293;2,24131744;0,074383314
1191;0,075;2,490970515;2,241375911;0,076325529
1191,5;0,075;2,491031325;2,241433987;0,07518474
1192;0,075;2,491091724;2,241491672;0,073848109
1192,5;0,075;2,491151716;2,241548969;0,074159678
1193;0,075;2,491211304;2,241605879;0,073601744
1193,5;0,075;2,49127049;2,241662405;0,074633534
1194;0,075;2,491329278;2,241718551;0,075148932
1194,5;0,075;2,491387669;2,241774318;0,074984133
1195;0,075;2,491445666;2,241829709;0,076382003
1195,5;0,075;2,491503273;2,241884727;0,074129124
1196;0,075;2,491560491;2,241939375;0,073779934
1196,5;0,075;2,491617323;2,241993654;0,075928334
1197;0,075;2,491673773;2,242047567;0,073908232
1197,5;0,075;2,491729842;2,242101116;0,074255122
1198;0,075;2,491785533;2,242154305;0,075734903
1198,5;0,075;2,491840849;2,242207136;0,075105555
1199;0,075;2,491895792;2,24225961;0,073774296
1199,5;0,075;2,491950365;2,242311731;0,074426344
1200;0,075;2,49200457;2,2423635;0,074103019
1200,5;0,075;2,492058409;2,242414921;0,075247196
1201;0,075;2,492111886;2,242465995;0,075911699
1201,5;0,075;2,492165002;2,242516725;0,07415256
1202;0,075;2,492217761;2,242567113;0,073638376
1202,5;0,075;2,492270164;2,242617162;0,074525225
1203;0,075;2,492322213;2,242666873;0,07518689
1203,5;0,075;2,492373912;2,242716249;0,072060131
1204;0,075;2,492425263;2,242765293;0,076199527
1204,5;0,075;2,492476267;2,242814006;0,074701008
1205;0,075;2,492526928;2,242862391;0,073937564
1205,5;0,075;2,492577247;2,24291045;0,074863968
1206;0,075;2,492627228;2,242958185;0,074503736
1206,5;0,075;2,492676871;2,243005598;0,073015366
1207;0,075;2,49272618;2,243052692;0,074581131
1207,5;0,075;2,492775157;2,243099468;0,073086604
1208;0,075;2,492823804;2,24314593;0,075056925
1208,5;0,075;2,492872123;2,243192078;0,073119964
1209;0,075;2,492920116;2,243237916;0,075057582
1209,5;0,075;2,492967786;2,243283444;0,074513275
1210;0,075;2,493015135;2,243328666;0,074840709
1210,5;0,075;2,493062164;2,243373583;0,075368588
1211;0,075;2,493108877;2,243418198;0,072487386
1211,5;0,075;2,493155275;2,243462512;0,074708012
1212;0,075;2,493201361;2,243506527;0,075369379
1212,5;0,075;2,493247136;2,243550246;0,074241723
1213;0,075;2,493292602;2,24359367;0,074993974
1213,5;0,075;2,493337762;2,243636802;0,074128826
1214;0,075;2,493382618;2,243679643;0,077215138
1214,5;0,075;2,493427172;2,243722195;0,075193885
1215;0,075;2,493471425;2,243764461;0,077450096
1215,5;0,075;2,493515381;2,243806442;0,072187585
1216;0,075;2,49355904;2,243848141;0,073639128
1216,5;0,075;2,493602405;2,243889558;0,075571805
1217;0,075;2,493645478;2,243930696;0,075708667
1217,5;0,075;2,493688261;2,243971557;0,073589753
1218;0,075;2,493730755;2,244012143;0,074397892
1218,5;0,075;2,493772964;2,244052456;0,07503336
1219;0,075;2,493814887;2,244092497;0,072954013
1219,5;0,075;2,493856529;2,244132268;0,075542084
1220;0,075;2,49389789;2,244171771;0,074256147
1220,5;0,075;2,493938972;2,244211009;0,07427169
1221;0,075;2,493979777;2,244249981;0,075602949
1221,5;0,075;2,494020308;2,244288692;0,074943717
1222;0,075;2,494060566;2,244327141;0,075728364
1222,5;0,075;2,494100552;2,244365332;0,074165472
1223;0,075;2,494140269;2,244403265;0,073489642
1223,5;0,075;2,494179718;2,244440943;0,074070883
1224;0,075;2,494218902;2,244478367;0,076026236
1224,5;0,075;2,494257822;2,244515539;0,073766604
1225;0,075;2,494296479;2,24455246;0,076263433
1225,5;0,075;2,494334877;2,244589133;0,076377987
1226;0,075;2,494373015;2,244625559;0,074713193
1226,5;0,075;2,494410897;2,24466174;0,072465177
1227;0,075;2,494448523;2,244697676;0,074299279
1227,5;0,075;2,494485896;2,244733371;0,074643272
1228;0,075;2,494523017;2,244768825;0,074585012
1228,5;0,075;2,494559889;2,244804041;0,074923053
1229;0,075;2,494596511;2,244839019;0,075308371
1229,5;0,075;2,494632887;2,244873762;0,076318073
1230;0,075;2,494669019;2,24490827;0,07393517
1230,5;0,075;2,494704906;2,244942547;0,072824678
1231;0,075;2,494740552;2,244976592;0,075892616
1231,5;0,075;2,494775958;2,245010408;0,075159817
1232;0,075;2,494811126;2,245043996;0,074197418
1232,5;0,075;2,494846056;2,245077359;0,077836216
1233;0,075;2,494880752;2,245110496;0,076238578
1233,5;0,075;2,494915213;2,24514341;0,074731419
1234;0,075;2,494949443;2,245176103;0,076117714
1234,5;0,075;2,494983442;2,245208575;0,074526714
1235;0,075;2,495017212;2,245240829;0,076847666
1235,5;0,075;2,495050754;2,245272865;0,072713411
1236;0,075;2,495084071;2,245304686;0,07381112
1236,5;0,075;2,495117163;2,245336292;0,07547345
1237;0,075;2,495150033;2,245367686;0,07378829
1237,5;0,075;2,495182681;2,245398868;0,074751167
1238;0,075;2,495215109;2,24542984;0,075042653
1238,5;0,075;2,495247318;2,245460603;0,075621517
1239;0,075;2,495279311;2,24549116;0,072231614
1239,5;0,075;2,495311088;2,24552151;0,075209535
1240;0,075;2,495342652;2,245551656;0,07496253
1240,5;0,075;2,495374002;2,2455816;0,075610934
1241;0,075;2,495405142;2,245611341;0,073439243
1241,5;0,075;2,495436072;2,245640882;0,075539307
1242;0,075;2,495466793;2,245670224;0,074297807
1242,5;0,075;2,495497308;2,245699369;0,073707483
1243;0,075;2,495527617;2,245728317;0,076198738
1243,5;0,075;2,495557722;2,245757071;0,076171123
1244;0,075;2,495587625;2,245785631;0,073154465
1244,5;0,075;2,495617325;2,245813998;0,07591581
1245;0,075;2,495646826;2,245842175;0,075394565
1245,5;0,075;2,495676129;2,245870161;0,074219534
1246;0,075;2,495705234;2,24589796;0,074462712
1246,5;0,075;2,495734142;2,245925571;0,073655817
1247;0,075;2,495762857;2,245952996;0,073968095
1247,5;0,075;2,495791378;2,245980236;0,076041433
1248;0,075;2,495819706;2,246007293;0,075032596
1248,5;0,075;2,495847844;2,246034168;0,075938879
1249;0,075;2,495875793;2,246060862;0,076422159
1249,5;0,075;2,495903553;2,246087376;0,074834239
1250;0,075;2,495931127;2,246113712;0,07328416
